customer_id,umur,region,jenis_kelamin,status_nikah,jenis_pekerjaan,has_sms_fin,has_internet_fin,has_tabungan,has_giro,has_deposito,has_loan,jenis_merchant
c3533,,H,M,K,Wiraswasta,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c3534,35.0,B,F,K,Ibu Rumah Tangga,0.0,1.0,1.0,0.0,0.0,1.0,PARTNERSHIP
c3535,28.0,K,F,K,Pegawai Swasta,1.0,1.0,1.0,0.0,0.0,1.0,RITEL
c3536,38.0,L,M,K,Others,1.0,0.0,1.0,0.0,0.0,0.0,RITEL
c3537,48.0,Q,M,K,,0.0,1.0,1.0,0.0,1.0,0.0,RITEL
c3538,45.0,E,F,K,Wiraswasta,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c3539,,I,M,K,Others,1.0,1.0,1.0,0.0,0.0,0.0,RITEL
c3540,32.0,B,M,B,Wiraswasta,1.0,1.0,1.0,0.0,0.0,0.0,RITEL
c3541,50.0,F,M,K,Pedagang,1.0,1.0,1.0,1.0,0.0,1.0,RITEL
c3542,50.0,R,M,K,Pedagang,1.0,0.0,1.0,1.0,0.0,1.0,RITEL
c3543,42.0,Q,M,K,Wiraswasta,1.0,1.0,1.0,1.0,0.0,0.0,RITEL
c3544,30.0,L,M,B,Pedagang,1.0,1.0,1.0,0.0,0.0,1.0,RITEL
c3545,50.0,J,F,K,Wiraswasta,1.0,0.0,1.0,0.0,0.0,0.0,RITEL
c3546,,F,M,K,Wiraswasta,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c3547,47.0,F,M,,Pegawai Swasta,0.0,0.0,1.0,0.0,0.0,0.0,CHAIN
c3548,35.0,P,M,K,Pedagang,1.0,1.0,1.0,1.0,1.0,0.0,RITEL
c3549,,H,F,K,Pegawai Swasta,0.0,1.0,1.0,0.0,0.0,0.0,RITEL
c3550,52.0,G,M,K,Wiraswasta,1.0,1.0,1.0,0.0,0.0,0.0,RITEL
c3551,37.0,Q,M,B,Others,0.0,1.0,1.0,1.0,1.0,1.0,RITEL
c3552,,E,M,K,Wiraswasta,0.0,1.0,1.0,1.0,0.0,0.0,RITEL
c3553,31.0,F,M,K,Wiraswasta,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c3554,23.0,K,M,B,Wiraswasta,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c3555,38.0,B,M,K,Wiraswasta,0.0,1.0,1.0,0.0,0.0,0.0,RITEL
c3556,26.0,F,F,K,Wiraswasta,1.0,0.0,1.0,0.0,0.0,1.0,RITEL
c3557,,R,F,K,Ibu Rumah Tangga,0.0,0.0,1.0,0.0,0.0,0.0,PARTNERSHIP
c3558,40.0,B,F,K,Ibu Rumah Tangga,0.0,1.0,1.0,0.0,0.0,0.0,PARTNERSHIP
c3559,28.0,R,M,B,Pegawai Swasta,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c3560,48.0,P,M,K,Wiraswasta,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c3561,33.0,B,M,K,Wiraswasta,1.0,1.0,1.0,0.0,0.0,1.0,RITEL
c3562,30.0,I,M,K,Wiraswasta,0.0,0.0,1.0,1.0,0.0,0.0,RITEL
c3563,,D,M,K,Wiraswasta,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c3564,51.0,R,M,K,Wiraswasta,0.0,0.0,1.0,1.0,0.0,1.0,RITEL
c3565,46.0,M,M,,Wiraswasta,0.0,1.0,1.0,1.0,0.0,0.0,RITEL
c3566,39.0,J,M,,Wiraswasta,1.0,1.0,1.0,0.0,0.0,0.0,RITEL
c3567,39.0,P,M,K,Others,0.0,1.0,1.0,1.0,0.0,1.0,RITEL
c3568,,J,M,K,Wiraswasta,1.0,0.0,1.0,1.0,0.0,1.0,RITEL
c3569,47.0,L,M,K,Wiraswasta,1.0,1.0,1.0,0.0,0.0,0.0,RITEL
c3570,,M,F,K,Wiraswasta,0.0,0.0,1.0,1.0,0.0,1.0,RITEL
c3571,50.0,P,F,,Wiraswasta,0.0,1.0,1.0,0.0,0.0,0.0,RITEL
c3572,28.0,Q,F,K,Pedagang,0.0,0.0,1.0,0.0,0.0,1.0,RITEL
c3573,,F,F,K,Wiraswasta,0.0,1.0,1.0,0.0,1.0,0.0,RITEL
c3574,44.0,R,M,K,Wiraswasta,0.0,1.0,1.0,0.0,0.0,0.0,RITEL
c3575,41.0,P,F,K,Pedagang,0.0,1.0,1.0,0.0,0.0,0.0,RITEL
c3576,34.0,N,M,B,Wiraswasta,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c3577,28.0,L,M,B,Pedagang,1.0,1.0,1.0,0.0,0.0,0.0,PARTNERSHIP
c3578,36.0,H,M,K,Wiraswasta,1.0,1.0,1.0,0.0,0.0,1.0,RITEL
c3579,39.0,M,F,K,Pedagang,1.0,1.0,1.0,0.0,0.0,0.0,RITEL
c3580,46.0,K,M,K,,0.0,0.0,1.0,1.0,0.0,0.0,RITEL
c3581,,R,M,K,Wiraswasta,0.0,0.0,1.0,0.0,0.0,1.0,RITEL
c3582,36.0,R,F,K,Pegawai Swasta,1.0,1.0,1.0,0.0,0.0,0.0,RITEL
c3583,28.0,H,F,B,Wiraswasta,1.0,1.0,1.0,0.0,0.0,0.0,RITEL
c3584,44.0,R,M,K,Wiraswasta,1.0,1.0,1.0,0.0,0.0,1.0,RITEL
c3585,44.0,R,M,K,Pegawai Swasta,1.0,0.0,1.0,1.0,0.0,1.0,RITEL
c3586,56.0,L,M,K,Wiraswasta,1.0,1.0,1.0,1.0,1.0,1.0,RITEL
c3587,47.0,G,M,K,Pedagang,1.0,1.0,1.0,1.0,0.0,1.0,RITEL
c3588,64.0,B,M,K,Wiraswasta,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c3589,29.0,L,M,B,,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c3590,36.0,H,M,K,,1.0,1.0,1.0,0.0,0.0,0.0,RITEL
c3591,26.0,P,M,B,Wiraswasta,0.0,1.0,1.0,0.0,0.0,1.0,RITEL
c3592,33.0,F,M,B,Wiraswasta,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c3593,,B,M,K,Wiraswasta,1.0,1.0,1.0,0.0,0.0,0.0,RITEL
c3594,30.0,G,F,B,Pedagang,0.0,1.0,1.0,0.0,1.0,1.0,RITEL
c3595,30.0,N,M,B,Others,0.0,1.0,1.0,0.0,0.0,0.0,RITEL
c3596,36.0,G,F,K,Wiraswasta,1.0,1.0,1.0,0.0,0.0,0.0,RITEL
c3597,51.0,H,F,K,Others,1.0,1.0,1.0,0.0,0.0,0.0,RITEL
c3598,41.0,K,M,K,Wiraswasta,0.0,0.0,1.0,0.0,1.0,0.0,RITEL
c3599,,H,M,K,Wiraswasta,0.0,1.0,1.0,1.0,0.0,0.0,RITEL
c3600,,P,M,,Wiraswasta,1.0,1.0,1.0,0.0,0.0,0.0,RITEL
c3601,,C,M,K,Pedagang,0.0,1.0,1.0,0.0,0.0,0.0,RITEL
c3602,42.0,O,M,K,Wiraswasta,1.0,1.0,1.0,0.0,0.0,0.0,RITEL
c3603,34.0,R,M,B,Others,1.0,1.0,1.0,0.0,0.0,0.0,RITEL
c3604,27.0,F,F,B,,1.0,1.0,1.0,0.0,0.0,1.0,RITEL
c3605,41.0,X,F,,Pedagang,0.0,0.0,1.0,0.0,1.0,0.0,RITEL
c3606,58.0,F,F,K,Wiraswasta,1.0,0.0,1.0,0.0,0.0,0.0,RITEL
c3607,60.0,F,F,,Others,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c3608,61.0,F,M,K,Wiraswasta,0.0,0.0,1.0,1.0,0.0,0.0,RITEL
c3609,,M,M,B,Wiraswasta,0.0,1.0,1.0,1.0,0.0,1.0,RITEL
c3610,32.0,L,F,K,Wiraswasta,1.0,0.0,1.0,1.0,0.0,1.0,RITEL
c3611,,M,M,K,Wiraswasta,1.0,1.0,1.0,0.0,0.0,1.0,RITEL
c3612,42.0,B,M,K,Wiraswasta,1.0,1.0,1.0,0.0,0.0,1.0,RITEL
c3613,32.0,G,F,K,Wiraswasta,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c3614,63.0,B,F,K,Others,0.0,1.0,1.0,0.0,0.0,0.0,RITEL
c3615,28.0,I,M,,Wiraswasta,1.0,1.0,1.0,0.0,0.0,1.0,RITEL
c3616,24.0,G,M,B,Others,1.0,1.0,1.0,1.0,0.0,0.0,RITEL
c3617,28.0,P,M,B,,1.0,1.0,1.0,0.0,0.0,0.0,RITEL
c3618,42.0,D,M,K,Pegawai Swasta,1.0,1.0,0.0,1.0,0.0,0.0,RITEL
c3619,56.0,C,,K,Wiraswasta,1.0,1.0,1.0,0.0,1.0,0.0,RITEL
c3620,42.0,L,M,B,Wiraswasta,1.0,1.0,1.0,0.0,0.0,0.0,RITEL
c3621,38.0,D,M,K,,0.0,1.0,1.0,1.0,0.0,1.0,RITEL
c3622,36.0,C,F,K,Others,0.0,1.0,1.0,0.0,0.0,0.0,RITEL
c3623,25.0,D,M,,Pedagang,1.0,1.0,1.0,1.0,0.0,0.0,RITEL
c3624,,B,M,K,Wiraswasta,0.0,1.0,1.0,0.0,0.0,0.0,PARTNERSHIP
c3625,35.0,Q,M,K,Pegawai Swasta,1.0,1.0,1.0,0.0,0.0,1.0,PARTNERSHIP
c3626,37.0,K,M,K,Pegawai Swasta,0.0,1.0,1.0,0.0,0.0,0.0,RITEL
c3627,53.0,H,F,B,Pegawai Swasta,0.0,0.0,1.0,0.0,0.0,1.0,RITEL
c3628,,B,F,K,Others,0.0,1.0,1.0,1.0,0.0,0.0,RITEL
c3629,43.0,M,M,K,Wiraswasta,1.0,0.0,1.0,0.0,0.0,0.0,RITEL
c3630,41.0,C,F,K,Wiraswasta,1.0,1.0,1.0,0.0,0.0,0.0,RITEL
c3631,,I,F,K,Pegawai Swasta,1.0,1.0,1.0,0.0,0.0,1.0,RITEL
c3632,30.0,I,F,K,Wiraswasta,1.0,1.0,1.0,0.0,0.0,1.0,RITEL
c3633,52.0,I,F,K,Wiraswasta,1.0,1.0,1.0,0.0,0.0,0.0,RITEL
c3634,37.0,B,F,B,Wiraswasta,1.0,1.0,1.0,0.0,0.0,1.0,RITEL
c3635,,F,F,K,Others,1.0,1.0,1.0,1.0,0.0,0.0,RITEL
c3636,32.0,K,M,K,Wiraswasta,1.0,1.0,1.0,0.0,0.0,0.0,RITEL
c3637,41.0,N,M,K,Wiraswasta,0.0,1.0,1.0,0.0,0.0,1.0,RITEL
c3638,42.0,X,,K,Wiraswasta,1.0,1.0,1.0,0.0,0.0,0.0,RITEL
c3639,30.0,F,M,K,,0.0,1.0,1.0,1.0,0.0,0.0,RITEL
c3640,,X,,K,Wiraswasta,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c3641,68.0,B,M,K,,0.0,1.0,1.0,0.0,1.0,0.0,RITEL
c3642,41.0,I,M,K,Wiraswasta,0.0,0.0,1.0,1.0,0.0,0.0,RITEL
c3643,36.0,B,F,K,Ibu Rumah Tangga,1.0,1.0,1.0,0.0,0.0,0.0,PARTNERSHIP
c3644,58.0,P,M,,Wiraswasta,0.0,1.0,1.0,0.0,0.0,0.0,RITEL
c3645,29.0,F,M,K,Others,1.0,1.0,1.0,0.0,0.0,1.0,RITEL
c3646,43.0,I,M,K,Wiraswasta,0.0,1.0,1.0,0.0,0.0,1.0,RITEL
c3647,,F,M,K,Wiraswasta,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c3648,49.0,F,M,K,Pedagang,0.0,1.0,1.0,0.0,0.0,0.0,RITEL
c3649,41.0,R,F,K,Wiraswasta,0.0,1.0,1.0,0.0,0.0,1.0,RITEL
c3650,54.0,D,M,K,Pedagang,0.0,0.0,1.0,1.0,0.0,1.0,RITEL
c3651,30.0,M,F,K,Others,0.0,0.0,1.0,0.0,1.0,0.0,RITEL
c3652,60.0,Q,M,K,Wiraswasta,0.0,0.0,0.0,1.0,0.0,0.0,RITEL
c3653,54.0,I,F,,Wiraswasta,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c3654,34.0,F,F,K,Ibu Rumah Tangga,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c3655,41.0,H,M,K,Wiraswasta,0.0,1.0,1.0,0.0,0.0,0.0,RITEL
c3656,,R,F,K,Pegawai Swasta,1.0,1.0,1.0,0.0,0.0,0.0,RITEL
c3657,54.0,K,M,K,Wiraswasta,0.0,1.0,1.0,1.0,0.0,0.0,RITEL
c3658,29.0,X,F,B,Pegawai Swasta,1.0,1.0,1.0,0.0,0.0,1.0,RITEL
c3659,28.0,F,F,B,Pegawai Swasta,0.0,1.0,1.0,0.0,0.0,0.0,RITEL
c3660,,F,M,K,Wiraswasta,1.0,1.0,1.0,1.0,0.0,0.0,RITEL
c3661,26.0,F,F,B,,1.0,1.0,1.0,0.0,1.0,0.0,RITEL
c3662,39.0,R,,,Pegawai Swasta,1.0,1.0,1.0,0.0,0.0,0.0,RITEL
c3663,37.0,B,M,B,Pedagang,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c3664,,B,M,,Wiraswasta,0.0,0.0,1.0,0.0,0.0,1.0,RITEL
c3665,42.0,L,M,,Pedagang,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c3666,46.0,F,M,K,Pegawai Swasta,0.0,1.0,1.0,0.0,0.0,0.0,RITEL
c3667,,E,M,K,Wiraswasta,0.0,1.0,1.0,1.0,0.0,1.0,RITEL
c3668,53.0,Q,M,K,Pedagang,0.0,0.0,0.0,1.0,0.0,1.0,RITEL
c3669,38.0,P,M,K,Wiraswasta,1.0,1.0,1.0,1.0,0.0,0.0,RITEL
c3670,32.0,K,F,K,Ibu Rumah Tangga,0.0,1.0,1.0,0.0,0.0,0.0,RITEL
c3671,43.0,Q,M,K,Pegawai Swasta,1.0,1.0,1.0,0.0,0.0,1.0,PARTNERSHIP
c3672,42.0,I,F,K,Pedagang,0.0,0.0,1.0,1.0,0.0,0.0,RITEL
c3673,35.0,X,M,K,Wiraswasta,0.0,1.0,1.0,0.0,0.0,0.0,RITEL
c3674,39.0,I,M,K,Wiraswasta,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c3675,,R,,K,,0.0,1.0,1.0,1.0,0.0,1.0,RITEL
c3676,55.0,C,M,,Wiraswasta,0.0,1.0,1.0,0.0,0.0,1.0,RITEL
c3677,46.0,F,M,K,Wiraswasta,0.0,1.0,1.0,0.0,1.0,0.0,RITEL
c3678,35.0,D,M,K,Wiraswasta,0.0,1.0,1.0,0.0,1.0,0.0,RITEL
c3679,37.0,Q,M,K,Pedagang,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c3680,45.0,I,M,K,Others,1.0,1.0,1.0,0.0,0.0,0.0,RITEL
c3681,60.0,P,M,K,Wiraswasta,0.0,1.0,1.0,1.0,1.0,1.0,RITEL
c3682,43.0,K,M,K,Wiraswasta,1.0,1.0,1.0,0.0,0.0,0.0,RITEL
c3683,,B,M,K,Others,0.0,1.0,1.0,1.0,1.0,0.0,PARTNERSHIP
c3684,43.0,H,F,K,Pedagang,1.0,0.0,1.0,0.0,1.0,0.0,RITEL
c3685,45.0,F,M,K,Pegawai Swasta,0.0,1.0,1.0,0.0,0.0,0.0,RITEL
c3686,37.0,H,F,K,Wiraswasta,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c3687,31.0,H,F,K,Wiraswasta,0.0,1.0,1.0,1.0,0.0,1.0,RITEL
c3688,30.0,P,F,K,Ibu Rumah Tangga,1.0,1.0,1.0,0.0,0.0,0.0,RITEL
c3689,37.0,G,F,K,Wiraswasta,0.0,1.0,1.0,0.0,0.0,0.0,RITEL
c3690,,L,M,B,Pegawai Swasta,0.0,1.0,1.0,0.0,0.0,1.0,RITEL
c3691,33.0,B,F,K,Others,0.0,1.0,1.0,0.0,0.0,0.0,RITEL
c3692,32.0,M,,,Wiraswasta,1.0,1.0,1.0,0.0,0.0,0.0,RITEL
c3693,,G,M,K,Wiraswasta,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c3694,39.0,R,M,B,,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c3695,34.0,F,F,B,Pegawai Swasta,1.0,1.0,1.0,0.0,0.0,0.0,RITEL
c3696,32.0,G,M,K,,0.0,1.0,1.0,0.0,0.0,1.0,RITEL
c3697,28.0,R,F,,Pedagang,1.0,1.0,1.0,1.0,1.0,1.0,CHAIN
c3698,,F,F,K,,0.0,1.0,1.0,1.0,0.0,0.0,RITEL
c3699,35.0,B,M,,Wiraswasta,0.0,1.0,1.0,0.0,0.0,0.0,RITEL
c3700,44.0,R,M,K,Wiraswasta,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c3701,42.0,B,F,B,Pegawai Swasta,0.0,0.0,1.0,1.0,0.0,1.0,RITEL
c3702,,S,M,K,Others,0.0,1.0,1.0,1.0,1.0,1.0,RITEL
c3703,41.0,M,,,Pedagang,0.0,0.0,1.0,0.0,0.0,1.0,RITEL
c3704,51.0,I,M,K,Wiraswasta,1.0,0.0,1.0,0.0,0.0,0.0,RITEL
c3705,42.0,K,,K,Pegawai Swasta,1.0,1.0,1.0,0.0,0.0,1.0,PARTNERSHIP
c3706,43.0,M,M,K,Others,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c3707,46.0,R,F,K,Pegawai Swasta,1.0,0.0,1.0,0.0,0.0,0.0,RITEL
c3708,45.0,O,M,K,Wiraswasta,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c3709,60.0,H,M,,Wiraswasta,1.0,1.0,1.0,0.0,0.0,0.0,RITEL
c3710,57.0,G,M,K,Wiraswasta,1.0,0.0,1.0,1.0,0.0,0.0,RITEL
c3711,51.0,G,,K,Others,1.0,0.0,1.0,1.0,0.0,0.0,RITEL
c3712,37.0,R,M,K,,0.0,1.0,1.0,0.0,0.0,1.0,RITEL
c3713,37.0,R,M,K,Wiraswasta,0.0,1.0,1.0,0.0,1.0,1.0,RITEL
c3714,,B,F,K,Ibu Rumah Tangga,0.0,1.0,1.0,0.0,0.0,1.0,RITEL
c3715,46.0,L,M,K,Wiraswasta,1.0,0.0,1.0,0.0,0.0,0.0,RITEL
c3716,45.0,B,F,K,Others,0.0,1.0,1.0,0.0,0.0,1.0,PARTNERSHIP
c3717,48.0,X,F,B,Ibu Rumah Tangga,1.0,0.0,1.0,0.0,0.0,1.0,RITEL
c3718,54.0,R,M,K,Wiraswasta,1.0,0.0,1.0,0.0,0.0,1.0,RITEL
c3719,49.0,B,M,K,Wiraswasta,1.0,1.0,1.0,1.0,0.0,0.0,RITEL
c3720,67.0,L,F,K,Wiraswasta,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c3721,20.0,X,M,B,,1.0,1.0,1.0,0.0,0.0,0.0,RITEL
c3722,,R,F,K,Pedagang,0.0,1.0,1.0,1.0,0.0,0.0,RITEL
c3723,,R,M,K,Pegawai Swasta,1.0,1.0,1.0,0.0,0.0,0.0,RITEL
c3724,52.0,Q,M,K,Wiraswasta,0.0,0.0,1.0,0.0,1.0,0.0,RITEL
c3725,39.0,L,M,K,Wiraswasta,0.0,1.0,1.0,0.0,1.0,1.0,RITEL
c3726,,B,M,,,1.0,1.0,1.0,0.0,0.0,0.0,RITEL
c3727,33.0,I,M,K,Wiraswasta,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c3728,67.0,N,M,,Wiraswasta,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c3729,39.0,D,M,K,Pegawai Swasta,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c3730,33.0,C,M,K,Pegawai Swasta,0.0,1.0,1.0,1.0,0.0,1.0,RITEL
c3731,37.0,J,F,K,Wiraswasta,1.0,1.0,1.0,0.0,0.0,1.0,RITEL
c3732,49.0,F,F,K,Pedagang,0.0,1.0,1.0,0.0,0.0,1.0,RITEL
c3733,55.0,K,M,K,Wiraswasta,1.0,1.0,1.0,0.0,0.0,0.0,RITEL
c3734,,I,F,,Ibu Rumah Tangga,0.0,1.0,1.0,0.0,0.0,1.0,RITEL
c3735,37.0,E,F,K,,0.0,1.0,1.0,0.0,0.0,0.0,RITEL
c3736,58.0,F,M,K,Wiraswasta,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c3737,36.0,B,M,K,Pedagang,1.0,1.0,1.0,0.0,0.0,0.0,RITEL
c3738,61.0,B,M,K,Pedagang,0.0,1.0,1.0,0.0,0.0,0.0,RITEL
c3739,34.0,L,F,K,Wiraswasta,1.0,1.0,1.0,0.0,1.0,1.0,RITEL
c3740,37.0,P,M,,Pedagang,1.0,1.0,1.0,1.0,0.0,0.0,RITEL
c3741,38.0,N,M,K,Wiraswasta,0.0,1.0,1.0,0.0,0.0,0.0,PARTNERSHIP
c3742,50.0,G,M,J,Wiraswasta,0.0,1.0,1.0,0.0,0.0,1.0,RITEL
c3743,31.0,H,M,B,Pedagang,1.0,1.0,1.0,1.0,0.0,1.0,RITEL
c3744,57.0,F,M,K,Others,0.0,1.0,1.0,0.0,0.0,0.0,RITEL
c3745,,L,M,B,Pegawai Swasta,1.0,1.0,1.0,0.0,0.0,0.0,RITEL
c3746,45.0,X,,K,Pegawai Swasta,0.0,1.0,1.0,0.0,0.0,0.0,RITEL
c3747,55.0,B,M,K,Wiraswasta,1.0,0.0,1.0,1.0,0.0,1.0,RITEL
c3748,56.0,H,M,K,Wiraswasta,0.0,1.0,1.0,1.0,1.0,0.0,RITEL
c3749,36.0,N,M,K,Wiraswasta,1.0,1.0,1.0,0.0,0.0,1.0,RITEL
c3750,47.0,F,F,K,Wiraswasta,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c3751,67.0,F,F,K,Ibu Rumah Tangga,0.0,1.0,1.0,0.0,1.0,0.0,RITEL
c3752,55.0,E,F,K,Wiraswasta,0.0,1.0,1.0,0.0,0.0,1.0,RITEL
c3753,49.0,D,M,K,,0.0,0.0,1.0,1.0,1.0,1.0,RITEL
c3754,,M,F,B,Wiraswasta,0.0,1.0,1.0,1.0,0.0,0.0,RITEL
c3755,27.0,R,F,K,Pegawai Swasta,0.0,1.0,1.0,0.0,0.0,0.0,RITEL
c3756,,L,F,B,Wiraswasta,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c3757,,C,F,,Ibu Rumah Tangga,0.0,1.0,1.0,0.0,0.0,1.0,PARTNERSHIP
c3758,56.0,R,F,,Pedagang,0.0,0.0,1.0,0.0,0.0,1.0,PARTNERSHIP
c3759,,M,F,B,Wiraswasta,1.0,1.0,1.0,0.0,0.0,1.0,RITEL
c3760,21.0,K,F,B,Pegawai Swasta,0.0,1.0,1.0,0.0,0.0,0.0,RITEL
c3761,,D,M,K,Wiraswasta,0.0,1.0,1.0,0.0,0.0,0.0,RITEL
c3762,1.0,I,M,K,Others,0.0,0.0,0.0,1.0,0.0,0.0,RITEL
c3763,28.0,K,M,B,Wiraswasta,1.0,1.0,1.0,1.0,0.0,1.0,CHAIN
c3764,53.0,N,M,,Wiraswasta,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c3765,36.0,F,F,K,Others,0.0,1.0,1.0,0.0,0.0,0.0,RITEL
c3766,27.0,G,M,B,Others,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c3767,36.0,B,M,K,Wiraswasta,0.0,1.0,1.0,0.0,0.0,0.0,RITEL
c3768,46.0,H,M,K,Pegawai Swasta,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c3769,43.0,R,F,K,Wiraswasta,0.0,1.0,1.0,0.0,0.0,1.0,RITEL
c3770,29.0,C,M,B,Others,1.0,1.0,1.0,0.0,0.0,0.0,RITEL
c3771,,H,M,K,Wiraswasta,0.0,0.0,1.0,0.0,0.0,1.0,RITEL
c3772,51.0,P,M,K,Wiraswasta,1.0,0.0,1.0,0.0,0.0,0.0,RITEL
c3773,,O,F,K,Wiraswasta,1.0,0.0,1.0,0.0,1.0,0.0,RITEL
c3774,28.0,B,,B,Wiraswasta,0.0,1.0,1.0,0.0,0.0,1.0,PARTNERSHIP
c3775,41.0,I,M,K,Wiraswasta,1.0,1.0,1.0,0.0,0.0,1.0,RITEL
c3776,34.0,K,M,K,Wiraswasta,1.0,1.0,1.0,0.0,0.0,0.0,RITEL
c3777,32.0,Q,F,K,Wiraswasta,1.0,1.0,1.0,1.0,1.0,1.0,RITEL
c3778,37.0,L,M,K,,1.0,1.0,1.0,0.0,0.0,0.0,RITEL
c3779,,P,M,K,Wiraswasta,1.0,1.0,1.0,1.0,0.0,0.0,RITEL
c3780,,F,M,K,,0.0,0.0,1.0,0.0,0.0,1.0,CHAIN
c3781,,D,M,K,Wiraswasta,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c3782,43.0,I,M,K,Wiraswasta,1.0,1.0,1.0,0.0,0.0,0.0,RITEL
c3783,38.0,C,M,K,Wiraswasta,0.0,0.0,1.0,0.0,0.0,1.0,RITEL
c3784,54.0,F,M,K,Wiraswasta,1.0,1.0,1.0,1.0,0.0,0.0,RITEL
c3785,,M,M,K,Wiraswasta,1.0,1.0,1.0,0.0,1.0,0.0,RITEL
c3786,,K,M,K,,0.0,1.0,1.0,0.0,1.0,0.0,RITEL
c3787,,C,M,K,Wiraswasta,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c3788,38.0,B,F,K,Pedagang,0.0,0.0,1.0,1.0,0.0,1.0,RITEL
c3789,59.0,R,F,,Wiraswasta,0.0,0.0,1.0,0.0,1.0,1.0,RITEL
c3790,,P,M,K,Wiraswasta,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c3791,32.0,B,F,K,Wiraswasta,0.0,0.0,1.0,0.0,0.0,1.0,PARTNERSHIP
c3792,26.0,C,M,K,,1.0,1.0,1.0,0.0,0.0,1.0,RITEL
c3793,35.0,B,F,K,,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c3794,,C,F,K,Wiraswasta,0.0,1.0,1.0,0.0,0.0,1.0,PARTNERSHIP
c3795,45.0,P,M,K,,1.0,1.0,1.0,0.0,0.0,0.0,RITEL
c3796,54.0,P,F,K,Wiraswasta,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c3797,46.0,P,M,B,Wiraswasta,0.0,0.0,1.0,0.0,0.0,1.0,RITEL
c3798,34.0,J,F,K,Others,0.0,1.0,1.0,0.0,0.0,1.0,RITEL
c3799,56.0,Q,F,K,Others,0.0,0.0,1.0,1.0,1.0,1.0,RITEL
c3800,28.0,M,F,,Others,1.0,0.0,1.0,0.0,0.0,1.0,RITEL
c3801,35.0,X,M,K,Wiraswasta,0.0,1.0,1.0,1.0,1.0,0.0,RITEL
c3802,35.0,B,F,J,Wiraswasta,1.0,1.0,1.0,1.0,0.0,1.0,PARTNERSHIP
c3803,,H,M,K,Wiraswasta,1.0,1.0,1.0,0.0,0.0,1.0,RITEL
c3804,28.0,F,M,B,Wiraswasta,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c3805,29.0,K,F,B,Pegawai Swasta,0.0,1.0,1.0,0.0,0.0,1.0,RITEL
c3806,35.0,H,F,K,Pedagang,0.0,1.0,1.0,0.0,0.0,0.0,CHAIN
c3807,52.0,Q,M,K,Pedagang,1.0,0.0,1.0,0.0,1.0,0.0,RITEL
c3808,43.0,Q,M,K,Wiraswasta,0.0,0.0,1.0,0.0,0.0,0.0,RITEL
c3809,,B,M,K,Pedagang,0.0,0.0,1.0,0.0,0.0,0.0,PARTNERSHIP
c3810,,X,M,B,Pegawai Swasta,0.0,1.0,1.0,0.0,0.0,1.0,RITEL
c3811,32.0,R,F,K,Ibu Rumah Tangga,1.0,1.0,1.0,0.0,0.0,0.0,RITEL
